Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:58:55.486,114302.2,0.001,BTCUSDT
2025-09-29 23:58:55.486,114302.2,0.005,BTCUSDT
2025-09-29 23:58:55.486,114302.4,0.06,BTCUSDT
2025-09-29 23:58:55.486,114302.4,0.001,BTCUSDT
2025-09-29 23:58:55.486,114302.6,0.002,BTCUSDT
2025-09-29 23:58:55.486,114302.6,0.052,BTCUSDT
2025-09-29 23:58:55.486,114302.6,0.003,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.029,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.032,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.064,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.075,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114302.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114302.8,0.002,BTCUSDT
2025-09-29 23:58:55.486,114302.9,0.001,BTCUSDT
2025-09-29 23:58:55.486,114303.0,0.001,BTCUSDT
2025-09-29 23:58:55.486,114303.2,0.002,BTCUSDT
2025-09-29 23:58:55.486,114303.8,0.002,BTCUSDT
2025-09-29 23:58:55.486,114303.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114304.1,0.43,BTCUSDT
2025-09-29 23:58:55.486,114304.2,0.006,BTCUSDT
2025-09-29 23:58:55.486,114304.3,0.042,BTCUSDT
2025-09-29 23:58:55.486,114304.3,0.087,BTCUSDT
2025-09-29 23:58:55.486,114304.4,0.002,BTCUSDT
2025-09-29 23:58:55.486,114304.9,0.001,BTCUSDT
2025-09-29 23:58:55.486,114304.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.0,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.0,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.0,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.1,0.001,BTCUSDT
2025-09-29 23:58:55.486,114305.1,0.024,BTCUSDT
2025-09-29 23:58:55.486,114305.3,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.3,0.032,BTCUSDT
2025-09-29 23:58:55.486,114305.4,0.001,BTCUSDT
2025-09-29 23:58:55.486,114305.4,0.457,BTCUSDT
2025-09-29 23:58:55.486,114305.4,0.131,BTCUSDT
2025-09-29 23:58:55.486,114305.5,1.225,BTCUSDT
2025-09-29 23:58:55.486,114305.5,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.6,0.001,BTCUSDT
2025-09-29 23:58:55.486,114305.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114305.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114306.0,0.002,BTCUSDT
2025-09-29 23:58:55.486,114306.1,0.031,BTCUSDT
2025-09-29 23:58:55.486,114306.3,0.001,BTCUSDT
2025-09-29 23:58:55.486,114306.3,0.007,BTCUSDT
2025-09-29 23:58:55.486,114306.5,0.001,BTCUSDT
2025-09-29 23:58:55.486,114306.6,0.002,BTCUSDT
2025-09-29 23:58:55.486,114306.6,0.001,BTCUSDT
2025-09-29 23:58:55.486,114306.8,0.002,BTCUSDT
2025-09-29 23:58:55.486,114307.0,0.02,BTCUSDT
2025-09-29 23:58:55.486,114307.1,0.184,BTCUSDT
2025-09-29 23:58:55.486,114307.1,0.02,BTCUSDT
2025-09-29 23:58:55.486,114307.1,0.016,BTCUSDT
2025-09-29 23:58:55.486,114307.2,0.001,BTCUSDT
2025-09-29 23:58:55.486,114307.2,0.017,BTCUSDT
2025-09-29 23:58:55.486,114307.4,0.002,BTCUSDT
2025-09-29 23:58:55.486,114307.4,0.002,BTCUSDT
2025-09-29 23:58:55.486,114307.5,0.005,BTCUSDT
2025-09-29 23:58:55.486,114307.8,0.001,BTCUSDT
2025-09-29 23:58:55.486,114308.0,0.002,BTCUSDT
2025-09-29 23:58:55.486,114308.0,1.665,BTCUSDT
2025-09-29 23:58:55.486,114308.1,0.001,BTCUSDT
2025-09-29 23:58:55.486,114308.1,1.428,BTCUSDT
2025-09-29 23:58:55.486,114308.1,0.002,BTCUSDT
2025-09-29 23:58:55.486,114308.2,0.003,BTCUSDT
2025-09-29 23:58:55.486,114308.2,0.001,BTCUSDT
2025-09-29 23:58:55.486,114308.3,0.001,BTCUSDT
2025-09-29 23:58:55.486,114308.5,0.002,BTCUSDT
2025-09-29 23:58:55.486,114308.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114308.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114308.8,0.03,BTCUSDT
2025-09-29 23:58:55.486,114308.8,0.096,BTCUSDT
2025-09-29 23:58:55.486,114308.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114309.0,1.081,BTCUSDT
2025-09-29 23:58:55.580,114308.9,0.003,BTCUSDT
2025-09-29 23:58:55.582,114308.9,0.51,BTCUSDT
2025-09-29 23:58:55.582,114308.9,0.099,BTCUSDT
2025-09-29 23:58:55.633,114308.9,0.004,BTCUSDT
2025-09-29 23:58:55.894,114309.0,0.008,BTCUSDT
2025-09-29 23:58:55.894,114309.0,0.001,BTCUSDT
2025-09-29 23:58:55.894,114309.0,0.001,BTCUSDT
2025-09-29 23:58:55.894,114309.0,0.001,BTCUSDT
2025-09-29 23:58:55.894,114309.0,0.015,BTCUSDT
2025-09-29 23:58:56.257,114309.0,0.001,BTCUSDT
2025-09-29 23:58:56.280,114309.0,0.087,BTCUSDT
2025-09-29 23:58:56.685,114308.9,0.024,BTCUSDT
2025-09-29 23:58:57.205,114309.0,0.001,BTCUSDT
2025-09-29 23:58:57.347,114309.0,0.07,BTCUSDT
